Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.008064365788353529,kg N-Eq
"blasting | blasting | Cutoff, U",0.004065361480525558,kg N-Eq
"ferromanganese production, high-coal, 74.5% Mn | ferromanganese, high-coal, 74.5% Mn | Cutoff, U",0.0013224205864246074,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.001216924147119865,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.0009186774611348657,kg N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.00066112280730488,kg N-Eq
