Process,Contribution,Unit
"lignite mine operation | lignite | Cutoff, U",116.03841993700586,CTUe
"treatment of sulfidic tailings, generic, tailings impoundment | sulfidic tailings, generic | Cutoff, U",50.67830711943791,CTUe
"uranium production, in yellowcake | uranium, in yellowcake | Cutoff, U",30.21867464630438,CTUe
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",30.061597996143853,CTUe
"treatment of water discharge from petroleum/natural gas extraction, onshore | water discharge from petroleum/natural gas extraction, onshore | Cutoff, U",22.8477692754594,CTUe
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment | sulfidic tailings, from copper mine operation | Cutoff, U",15.529122435036914,CTUe
