Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.045547102402277995,mol N-Eq
"blasting | blasting | Cutoff, U",0.022767528302513173,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.013588213008037127,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.01074693887585435,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.010222958542539035,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.008765276327427015,mol N-Eq
