Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8992453703796906e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8675052172464172e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.7323406341251885e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.238438723245939e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.428885384121594e-07,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",4.5584692297119135e-08,CTUh
