Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.759992843626211e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.575427156004635e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.1274373066655045e-08,CTUh
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",1.0836338734117297e-08,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",9.666566292503855e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",9.068353895870695e-09,CTUh
