Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6714015560049046e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6434691244391092e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.284588732297421e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.9699034276476564e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.2574685144005642e-08,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",2.3707184324446017e-09,CTUh
