Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.338801929725668e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.249579971657222e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.0491655101877384e-06,CTUh
"gold production | gold | Cutoff, U",7.375854814780624e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.292278586862613e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.0166142643170426e-07,CTUh
