Process,Contribution,Unit
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.028328332505652594,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.021144519030874227,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.019482871112714583,kg CO2-Eq
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | Cutoff, U",0.017486210172647707,kg CO2-Eq
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | Cutoff, U",0.016801841612487944,kg CO2-Eq
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | Cutoff, U",0.01662792906943178,kg CO2-Eq
