Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.153530754613503e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.117540988891457e-07,CTUh
"coke production | coke | Cutoff, U",8.439106267663015e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.232054724279984e-08,CTUh
"coke production | coke | Cutoff, U",2.6286219026263965e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.538137887820259e-08,CTUh
