Process,Contribution,Unit
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",21287.184185218233,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",12444.540096974679,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",11747.562240633179,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",4639.9470448696275,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",3236.5513906305923,"MJ, net calorific value"
"lignite mine operation | lignite | Cutoff, U",804.6566282535898,"MJ, net calorific value"
