Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.171035819864118e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1347535098187697e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.266455158977277e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.558769248317976e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6333652301008932e-07,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",5.190578820330099e-08,CTUh
