Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.0017351261661164399,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.000895048194859407,kg N-Eq
"blasting | blasting | Cutoff, U",0.0008702810405007471,kg N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.0007597906670929048,kg N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.0004132534728205489,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.00027314534401832286,kg N-Eq
