Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.12467364760405429,kg N-Eq
"blasting | blasting | Cutoff, U",0.06280782549957319,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.041597405895498214,kg N-Eq
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",0.031629320122575216,kg N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.02044332025319573,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.016801104161481496,kg N-Eq
