Process,Contribution,Unit
"anaerobic digestion of manure | biogas | Cutoff, U",0.001056549746909628,kg CO2-Eq
"treatment of waste graphical paper, open dump, wet infiltration class (500mm) | waste graphical paper | Cutoff, U",0.00048221868045253955,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",0.000274174670798924,kg CO2-Eq
"treatment of municipal solid waste, sanitary landfill | municipal solid waste | Cutoff, U",0.0002712431670757663,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, dry infiltration class (100mm) | municipal solid waste | Cutoff, U",0.00026433780553128763,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill | municipal solid waste | Cutoff, U",0.0002555263938518879,kg CO2-Eq
