Process,Contribution,Unit
"soy-based resin production | polyester resin, unsaturated | Cutoff, S",0.0031090481815118105,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.002254420607590322,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.0016740480172486036,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.001517599948349158,kg CO2-Eq
"soy-based resin production | polyester resin, unsaturated | Cutoff, S",0.0010915361387387665,kg CO2-Eq
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | Cutoff, U",0.0009582451459546038,kg CO2-Eq
