Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.05163820201567623,kg N-Eq
"blasting | blasting | Cutoff, U",0.02590415590798727,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.017493109128568454,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.016864038386403216,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.013918494064077075,kg N-Eq
"treatment of spoil from hard coal mining, in surface landfill | spoil from hard coal mining | Cutoff, U",0.012018475638015516,kg N-Eq
