Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.08426953480384393,mol N-Eq
"blasting | blasting | Cutoff, U",0.042328957443491216,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0069589417847440715,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.002369438022034619,mol N-Eq
"transport, freight, sea, container ship, heavy fuel oil | transport, freight, sea, container ship, heavy fuel oil | Cutoff, U",0.0018172424870728171,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0014634976242641096,mol N-Eq
