Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.000190218692146455,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.0001870397609184523,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.738121283014795e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.24190561696986e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.431098441695594e-05,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",2.6981380334737157e-06,CTUh
