Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.00090182479050484,kg N-Eq
"blasting | blasting | Cutoff, U",0.0004530151227277521,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.00015706235879655084,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",5.522043890024748e-05,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",5.361841289270382e-05,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",5.3057125763476046e-05,kg N-Eq
