Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.03427223790158048,mol N-Eq
"blasting | blasting | Cutoff, U",0.017159352652632874,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.011482109657044179,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.006625516935955846,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.005349661149932616,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.004942930369551201,mol N-Eq
