Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.01390189516622138,mol N-Eq
"blasting | blasting | Cutoff, U",0.006967393211891106,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.003393120286366526,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.001698989951968629,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.0013997030884781059,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0008789691662255798,mol N-Eq
