Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",1.0139517701781577,kg CO2-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",1.0093823491505565,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.7754199363282315,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.6479896693646209,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.6222536568759552,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.584418274663882,kg CO2-Eq
