Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.0037134404691352594,kg N-Eq
"blasting | blasting | Cutoff, U",0.0018552233585342776,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0015943606046084154,kg N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.001160969736894842,kg N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.0010192575284039098,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0009447709824320535,kg N-Eq
