Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.357051012255307,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.3046407353288133,kg CO2-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.30187378852279,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.22005064698361493,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.2122006913117979,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.19487379070886415,kg CO2-Eq
