Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.059016358623943346,mol N-Eq
"blasting | blasting | Cutoff, U",0.029525401062284545,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.012901704529869822,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.010919180754552458,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.008645186850126982,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.008234145198278652,mol N-Eq
