Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.188014893412994e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.151448829407832e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.299821930393233e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.5787806782834716e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6461393299661807e-06,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",3.1035621679047044e-07,CTUh
