Process,Contribution,Unit
"gold mine operation and gold production, unrefined | gold, unrefined | Cutoff, U",0.0007296794949322798,kg Sb-Eq
"silver-gold mine operation with refinery | silver | Cutoff, U",0.0004650716785041075,kg Sb-Eq
"silver-gold mine operation with refinery | gold | Cutoff, U",0.00035576528808267064,kg Sb-Eq
"tin mine operation | tin concentrate | Cutoff, U",0.0002001655663508246,kg Sb-Eq
"gold production | gold | Cutoff, U",0.00013165091192666656,kg Sb-Eq
"gold-silver mine operation with refinery | gold | Cutoff, U",0.00012968365166827851,kg Sb-Eq
