Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.04572623970652046,mol N-Eq
"blasting | blasting | Cutoff, U",0.022944004892377058,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.012503562618285181,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.01058666117396516,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.007672044379523132,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.006179666866866753,mol N-Eq
