Process,Contribution,Unit
"chloroform production | chloroform | Cutoff, U",1.0454620523153804e-05,kg CFC-11-Eq
"chlorodifluoromethane production | chlorodifluoromethane | Cutoff, U",6.547461007328332e-06,kg CFC-11-Eq
"chloroform production | chloroform | Cutoff, U",5.324656328002031e-06,kg CFC-11-Eq
"purified terephthalic acid production | purified terephthalic acid | Cutoff, U",4.926123325769595e-06,kg CFC-11-Eq
"chlorodifluoromethane production | chlorodifluoromethane | Cutoff, U",3.024465502954746e-06,kg CFC-11-Eq
"petroleum and gas production, offshore | natural gas, high pressure | Cutoff, U",1.756408024286414e-06,kg CFC-11-Eq
