Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8979053860456224e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8661876267054959e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.729707336681302e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.236859426084708e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.42787725528276e-07,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",4.537067530517981e-08,CTUh
