Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00018989943313392312,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00018672583735657107,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.731847299653472e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.2381428502018476e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4286965164684992e-05,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",2.693609953390641e-06,CTUh
