Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.6951569216546315e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.583267584311067e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.315712367672664e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.890870103131388e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.037059465276096e-10,CTUh
"gold production | gold | Cutoff, U",4.849911686469403e-10,CTUh
