Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.006336126376127445,kg N-Eq
"blasting | blasting | Cutoff, U",0.003194743679160773,kg N-Eq
"ferromanganese production, high-coal, 74.5% Mn | ferromanganese, high-coal, 74.5% Mn | Cutoff, U",0.001094270640103476,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0009639239365614086,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.0007415709537469991,kg N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.0005423222925978257,kg N-Eq
