Process,Contribution,Unit
"sodium chloride production, powder | sodium chloride, powder | Cutoff, U",1.2093974487814233e-05,kg Sb-Eq
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",4.057353598519834e-06,kg Sb-Eq
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.4400361408768514e-06,kg Sb-Eq
"sodium chloride production, powder | sodium chloride, powder | Cutoff, U",2.5476411148664396e-06,kg Sb-Eq
"gold mine operation and gold production, unrefined | gold, unrefined | Cutoff, U",1.76723205861423e-06,kg Sb-Eq
"zinc mine operation | zinc concentrate | Cutoff, U",1.6249009378168595e-06,kg Sb-Eq
