Process,Contribution,Unit
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",1960.0725593807817,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",1361.3724642638356,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",247.82446432079814,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",167.63535433059752,m3 world Eq deprived
"electricity production, nuclear, pressure water reactor | electricity, high voltage | Cutoff, U",57.46524089171108,m3 world Eq deprived
"electricity production, nuclear, boiling water reactor | electricity, high voltage | Cutoff, U",40.99049591080242,m3 world Eq deprived
