Process,Contribution,Unit
"anaerobic digestion of manure | biogas | Cutoff, U",1.9060522228507648,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",1.180662107663596,kg CO2-Eq
"heat and power co-generation, biogas, gas engine, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",0.35210665893790305,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",0.04414558534506045,kg CO2-Eq
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",0.012296346768809465,kg CO2-Eq
"heat and power co-generation, biogas, gas engine | heat, central or small-scale, other than natural gas | Cutoff, U",0.010631165623398532,kg CO2-Eq
