Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.42411271550065915,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.40666350811834856,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.38021309755054905,kg CO2-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.3619015600786019,kg CO2-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.3191898890497231,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.2776766546694757,kg CO2-Eq
