Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8947199819584082e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8630554570318534e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.723447475108788e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.2331051287362934e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.42548073642652e-07,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",4.529261593778092e-08,CTUh
