Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.02497363384993887,mol N-Eq
"blasting | blasting | Cutoff, U",0.012585730103459796,mol N-Eq
"ferromanganese production, high-coal, 74.5% Mn | ferromanganese, high-coal, 74.5% Mn | Cutoff, U",0.002498044702031093,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.002474066246645656,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.0017766985949931812,mol N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.0012815721096356273,mol N-Eq
