Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",1.6215180464100483,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",1.1449693525546158,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",1.041387452090396,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",1.033459818654474,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.9440556330649613,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.7963912756966213,kg CO2-Eq
