Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.7763017314399495,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.5768436326916354,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.52440255400496,kg CO2-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.49461210687014245,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.47574350989993713,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.4534231110579946,kg CO2-Eq
