Process,Contribution,Unit
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",2328.2008358900102,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",1361.0719202665723,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",1284.8427481218637,"MJ, net calorific value"
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",1227.8974643011127,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",507.4756949701329,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",353.9848947377285,"MJ, net calorific value"
