Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.005129694477088882,kg N-Eq
"blasting | blasting | Cutoff, U",0.00257270411440697,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0017313236615598636,kg N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.0006420258512933101,kg N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.0005856408020870257,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0005361366787272718,kg N-Eq
