Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"copper, cathode",fbb039f7-f9cc-46d2-b631-313ddb125c1a,kg,0.1180323,Input,9e4d4bb4-2aed-3ef2-9caa-46439cf1c523,"P2,S1"
"wire drawing, copper",cdb7b939-f508-49ed-80f3-b39f6137fe1c,kg,0.1072323,Input,9dd1ce4b-030a-33ee-a66e-05dc9455269a,
ferrite,fa6aa6bf-07c9-45bf-9fdc-a358a497b7e1,kg,0.410592,Input,0e2aad85-6f2d-3cc4-ac35-2405033e455b,"P2,S1"
"polyester resin, unsaturated",4bf60736-bc87-4e3d-8d34-ea8bcc46f551,kg,0.02,Input,e6527622-8abc-3acd-ab99-e802a07c198f,"P2,S1"
injection moulding,68d6dfcf-2089-4586-9bbf-ad75591105cf,kg,0.02,Input,2425ed8d-4a27-32f5-b80e-07711f419c02,
"electric connector production, wire clamp",6716b460-7ba0-4cea-baa4-32ae24bfb88c,kg,4e-06,Input,e7dad296-81c0-3161-940f-7e089569896d,"P2,S1"
"metal working, average for copper product manufacturing",ec161f58-adae-4afc-ba38-14659925b080,kg,0.0108,Input,05199773-548f-31b2-88b4-f1f8d6f9da98,
polytetrafluoroethylene,53556443-eb03-5fa4-886b-bd89d3526a6c,kg,0.0016,Input,8ff16422-4d71-3a6a-8b8f-9a273275f073,"P2,S1"
HF_Power_Transformer_PM624929,,kg,0.5502283,Output,,
