Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"steel, 3.2% silicon alloy, for grain oriented electrical steel",18add12c-c784-538a-a588-06a557333256,kg,47.65,Input,bcd1f000-5291-3abd-a746-91fd31a01cca,
"metal working, average for steel product manufacturing",79632c4b-f876-4c89-bf27-b864b30566be,kg,47.65,Input,8185cec5-3801-3507-a689-cde0fb0721f2,
"copper, cathode",fbb039f7-f9cc-46d2-b631-313ddb125c1a,kg,9.2,Input,40dc9f2f-40c2-37b4-8f38-53d043a5f756,
"wire drawing, copper",cdb7b939-f508-49ed-80f3-b39f6137fe1c,kg,9.2,Input,efa1c88d-6f36-3b05-810d-bed12fa4f2f5,
glass fibre,102d2161-b570-42cd-b646-1c44e47d23c5,kg,0.172,Input,05eb3758-40ff-3e4d-8e12-5f31c3407319,
"epoxy resin, liquid",51c7e57a-00b7-4412-b56c-94c17b211ee7,kg,0.43200000000000005,Input,329af65f-12b0-3257-ad8a-80946d29298d,
wood wool,6e4f1a58-c17a-4c76-aecc-3b5180d4f6b5,kg,1e-13,Input,NO_PROVIDER,
magnet,,kg,57.454,Output,,
