Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
MEXICO_CONVERTER,d76cdb23-2b5a-47f5-bad5-6051e871d131,LU,1,Input,e31adaa4-d827-4e09-b797-b37bd3b76b54,
magnet,c0c80732-5672-432d-9c17-269661fc7ef5,LU,1,Input,ea24c327-5614-40fa-a210-b49ae7278a23,
connector_system,b1ad1277-8c65-410e-bfc2-440cd4c3675c,LU,975.67,Input,5b47ba0d-20fc-49a8-ab10-9bcf5702534b,
wood wool,6e4f1a58-c17a-4c76-aecc-3b5180d4f6b5,kg,1e-13,Input,NO_PROVIDER,
system,,kg,182.010,Output,,

