Process,Contribution,Unit
"petroleum and gas production, offshore | natural gas, high pressure | Cutoff, U",3.208464975904704e-07,kg CFC-11-Eq
"chloroform production | chloroform | Cutoff, U",6.830629680755824e-08,kg CFC-11-Eq
"purified terephthalic acid production | purified terephthalic acid | Cutoff, U",2.984905805721634e-08,kg CFC-11-Eq
"petroleum and gas production, offshore | natural gas, high pressure | Cutoff, U",2.3022996201808957e-08,kg CFC-11-Eq
"refrigerant R134a production | tetrafluoroethane, R134a | Cutoff, U",2.2316442792216652e-08,kg CFC-11-Eq
"petroleum and gas production, offshore | petroleum | Cutoff, U",2.144844666915588e-08,kg CFC-11-Eq
