Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.06101452757677516,mol N-Eq
"blasting | blasting | Cutoff, U",0.03048266902652857,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.01748324960691935,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.012713961643115751,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.011162049025708626,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.010346335180361306,mol N-Eq
