Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.1646486595182575e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.1117611102670323e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.219073622008343e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.7298351310540974e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.380903639934437e-10,CTUh
"treatment of lignite ash, opencast refill | lignite ash | Cutoff, U",1.2235547771747193e-10,CTUh
