Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.02850938481217901,mol N-Eq
"blasting | blasting | Cutoff, U",0.014299350423555502,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.009814812882179141,mol N-Eq
"diesel, burned in diesel-electric generating set, 10MW | diesel, burned in diesel-electric generating set, 10MW | Cutoff, U",0.008320586739886308,mol N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.004525603584101641,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0029912574949050265,mol N-Eq
