Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.49002282105563977,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.455001906662333,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.4107206947067418,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.3008905522314828,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.29741351651301756,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.24233391060189635,kg CO2-Eq
