Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4791688952822817e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.454449052349692e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.906818812722673e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.743339215174102e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.112843473560028e-09,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",3.5364381670717786e-10,CTUh
