Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6688168925289743e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6409276558108815e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.2795094283448067e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.9668571594290717e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.2555239589885947e-10,CTUh
"chlor-alkali electrolysis, membrane cell | chlorine, gaseous | Cutoff, U",7.636853553448998e-11,CTUh
