Process,Contribution,Unit
"electricity production, hard coal, at coal mine power plant | electricity, high voltage, for internal use in coal mining | Cutoff, U",3.656531593121484e-07,disease incidence
"blasting | blasting | Cutoff, U",9.548973474437752e-08,disease incidence
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",5.8240862831081246e-08,disease incidence
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",5.034248739421031e-08,disease incidence
"blasting | blasting | Cutoff, U",4.7950824086034963e-08,disease incidence
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.1632388337669876e-08,disease incidence
