Process,Contribution,Unit
"soy-based resin production | polyester resin, unsaturated | Cutoff, S",0.004336053377130407,kg CO2-Eq
"soy-based resin production | polyester resin, unsaturated | Cutoff, S",0.001522317662615527,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.00022566314012375746,kg CO2-Eq
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | Cutoff, U",0.0001836109717067453,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.00016700959539408492,kg CO2-Eq
"electricity production, hydro, reservoir, tropical region | electricity, high voltage | Cutoff, U",0.00015096505902019276,kg CO2-Eq
