Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1725686433698146e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.136260716806687e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.2694674182379696e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.560575824521643e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6345184402852573e-07,CTUh
"coke production | coke | Cutoff, U",1.0734966518564356e-07,CTUh
