Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1880149406190843e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.151448875825015e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.299822023161241e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.5787807339202747e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6461393654813876e-06,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.0019094110623273e-06,CTUh
