Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.705526524855217e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.593463890896771e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.3177501713176752e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",7.90309165265358e-08,CTUh
"gold production | gold | Cutoff, U",5.5695815433469166e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.044860971434036e-08,CTUh
