Process,Contribution,Unit
"anaerobic digestion of manure | biogas | Cutoff, U",1.1596342923875003,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",0.590331053831798,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",0.41001565867559053,kg CO2-Eq
"heat and power co-generation, biogas, gas engine, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",0.1760533294689515,kg CO2-Eq
"treatment of waste graphical paper, unsanitary landfill, wet infiltration class (500mm) | waste graphical paper | Cutoff, U",0.1341816239501503,kg CO2-Eq
"charcoal production | charcoal | Cutoff, U",0.12864669935849973,kg CO2-Eq
