Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.494510789862451e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.402686628233567e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.0797649532531515e-06,CTUh
"gold production | gold | Cutoff, U",7.380669281587487e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.475796076239451e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.1337608520605755e-07,CTUh
