Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",8.721022848943683e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",8.292936507874193e-09,CTUh
"acrylic acid production, propylene oxidation | acrylic acid | Cutoff, U",4.535303176747371e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.615006709081894e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.24208792446693e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",2.1033370226293535e-09,CTUh
