Process,Contribution,Unit
"mounting, surface mount technology, Pb-free solder | mounting, surface mount technology, Pb-free solder | Cutoff, U",2.7034861932143626e-09,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.828928199250739e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.748227241436551e-10,CTUh
"gold production | gold | Cutoff, U",3.291361703855747e-10,CTUh
"zinc mine operation | zinc concentrate | Cutoff, U",3.101268572839291e-10,CTUh
"chlor-alkali electrolysis, membrane cell | sodium hydroxide, without water, in 50% solution state | Cutoff, U",1.8431234054078436e-10,CTUh
