Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.005128776920579016,kg N-Eq
"blasting | blasting | Cutoff, U",0.0025762071727782492,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0006346110065813067,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.0002163641761904852,kg N-Eq
"transport, freight, sea, container ship, heavy fuel oil | transport, freight, sea, container ship, heavy fuel oil | Cutoff, U",0.00016335633581072794,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.000133638632825995,kg N-Eq
