Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.030204804210003e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.879292190294746e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.7745890473587165e-10,CTUh
"gold production | gold | Cutoff, U",1.176480508105751e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.0642942943461883e-10,CTUh
"zinc mine operation | zinc concentrate | Cutoff, U",6.994130031694322e-11,CTUh
